Plate	Owner	Experiment	Genotype	Ref	Empty.Wells	Plate.Date	Plate..	Sort.Date	Production.Date	Internal.Index	External.Index	QC1	QC2	delta_CT	Libprep.Cycles	Conc...ng.ul.	Evarage.size..bp.	Sequencing.Dates	Comment	X	Last.sequensing.date	Amp.Batch.ID	Seq.Batch.ID	Batch.Set.ID	external	seq_runs	seq_batch
181209_P01	Saifeng	Wildtype project	E6.5 SM17 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		ZM	09/12/2018		25	3E	NA	NA	NA		NA		181220			181220	181209_P01	181220	181209_P01	3E	181220	181220_3E
181209_P03	Saifeng	Wildtype project	E6.5 SM17 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		ZM	09/12/2018		27	3E	NA	NA	NA		NA		181220			181220	181209_P03	181220	181209_P03	3E	181220	181220_3E
181209_P04	Saifeng	Wildtype project	E6.5 SM17 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		ZM	09/12/2018		28	3E	NA	NA	NA		NA		181220			181220	181209_P04	181220	181209_P04	3E	181220	181220_3E
190214_P01	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	13	14/02/2019	3/17/2019	10	1G	25.1	18.7	6.4	2+11	15.9	462	190324			190324	190214_P01	190324	190214_P01	1G	190324	190324_1G
190214_P02	saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF14	14/02/2019	5/15/2019	12	1E	25.6	18.9	6.6	2+11	8	472	190619|190728|190801			190801	190214_P02	190619|190728|190801	190214_P02	1E	190619|190728|190801	190619_190728_190801_1E
190214_P03	saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF15	14/02/2019	5/15/2019	13	1F	25.2	18.5	6.8	2+11	12.4	462	190619|190728|190801			190801	190214_P03	190619|190728|190801	190214_P03	1F	190619|190728|190801	190619_190728_190801_1F
190214_P04	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	16	14/02/2019	3/17/2019	15	1H	25.2	18.7	6.5	2+11	24.4	441	190324			190324	190214_P04	190324	190214_P04	1H	190324	190324_1H
190214_P05	saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	06/12/2019	NF18	14/02/2019	5/15/2019	14	1F	25.3	19.4	5.9	2+11	8.5	475	190619|190728|190801			190801	190214_P05	190619|190728|190801	190214_P05	1F	190619|190728|190801	190619_190728_190801_1F
190223_P01	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/18/2019	624	23/02/2019	03/03/2019	25	3H	24.2	17.6	6.6	2+12	10.4	328	190307			190307	190223_P01	190307	190223_P01	3H	190307	190307_3H
190223_P02	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/18/2019	625	23/02/2019	03/03/2019	26	3H	24	17.6	6.4	2+12	8.1	364	190307			190307	190223_P02	190307	190223_P02	3H	190307	190307_3H
190223_P03	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF2	23/02/2019	03/03/2019	27	3H	24.2	18	6.2	2+12	7.5	366	190307			190307	190223_P03	190307	190223_P03	3H	190307	190307_3H
190223_P04	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF3	23/02/2019	03/03/2019	28	3H	24.2	18.3	6	2+12	11	331	190307			190307	190223_P04	190307	190223_P04	3H	190307	190307_3H
190223_P05	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF4	23/02/2019	03/03/2019	29	1G	24.2	18.9	5.3	2+12	42	342	190307			190307	190223_P05	190307	190223_P05	1G	190307	190307_1G
190223_P06	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF6	23/02/2019	03/03/2019	30	1G	24.4	17.9	6.5	2+12	33	371	190307			190307	190223_P06	190307	190223_P06	1G	190307	190307_1G
190223_P07	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	02/07/2019	NF5	23/02/2019	03/03/2019	31	1G	24.4	17.6	6.7	2+12	48	302	190307			190307	190223_P07	190307	190223_P07	1G	190307	190307_1G
190223_P08	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	9/26/2017	402	23/02/2019	03/03/2019	32	1G	24.3	17.5	6.9	2+12	29.2	329	190307			190307	190223_P08	190307	190223_P08	1G	190307	190307_1G
190223_P09	Saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	9/26/2017	406	23/02/2019	04/11/2019	2	1G	25.3	17.7	7.6	2+11	15.6	435	190418|190429			190429	190223_P09	190418|190429	190223_P09	1G	190418|190429	190418_190429_1G
190223_P10	saifeng	Wildtype project	E7.5 SM35 X IRES_GFP	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	9/26/2017	EC401	23/02/2019	5/15/2019	10	1E	25.9	19.5	6.5	2+11	6.1	479	190619|190728|190801			190801	190223_P10	190619|190728|190801	190223_P10	1E	190619|190728|190801	190619_190728_190801_1E
190304_P01	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	644	04/03/2019	04/04/2019	9	1G	26.6	18.4	8.2	2+11	6	594	190418|190429			190429	190304_P01	190418|190429	190304_P01	1G	190418|190429	190418_190429_1G
190304_P02	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	654	04/03/2019	04/04/2019	11	1G	25.6	18.1	7.4	2+11	10.2	589	190418|190429			190429	190304_P02	190418|190429	190304_P02	1G	190418|190429	190418_190429_1G
190304_P03	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	652	04/03/2019	04/11/2019	6	1H	25.7	17.2	8.6	2+11	12.6	456	190418|190429			190429	190304_P03	190418|190429	190304_P03	1H	190418|190429	190418_190429_1H
190307_P09	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM3	07/03/2019	03/12/2019	1	3G	23.6	17.6	6	2+11	9.5	475	190324			190324	190307_P09	190324	190307_P09	3G	190324	190324_3G
190307_P10	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM1	07/03/2019	03/12/2019	2	3G	23.7	17.6	6.1	2+11	10.4	472	190324			190324	190307_P10	190324	190307_P10	3G	190324	190324_3G
190307_P11	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM4	07/03/2019	03/12/2019	3	3G	23.8	17.9	6	2+11	14.5	459	190324			190324	190307_P11	190324	190307_P11	3G	190324	190324_3G
190307_P12	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM5	07/03/2019	03/12/2019	4	3G	24	17.5	6.5	2+11	11.6	462	190324			190324	190307_P12	190324	190307_P12	3G	190324	190324_3G
190307_P13	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM6	07/03/2019	03/12/2019	5	3H	23.9	17.4	6.5	2+11	14.7	448	190324			190324	190307_P13	190324	190307_P13	3H	190324	190324_3H
190307_P14	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM7	07/03/2019	03/12/2019	6	3H	24.7	18	6.8	2+11	19.5	441	190324			190324	190307_P14	190324	190307_P14	3H	190324	190324_3H
190307_P15	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM8	07/03/2019	03/12/2019	7	3H	23.6	17.5	6.2	2+11	17.3	440	190324			190324	190307_P15	190324	190307_P15	3H	190324	190324_3H
190307_P16	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/04/2019	LUM9	07/03/2019	03/12/2019	8	3H	24.1	17.1	7	2+11	16	451	190324			190324	190307_P16	190324	190307_P16	3H	190324	190324_3H
190311_P01	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	706	11/03/2019	04/11/2019	9	3G	25.1	16.1	8.9	2+11	5.8	428	190429			190429	190311_P01	190429	190311_P01	3G	190429	190429_3G
190311_P02	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	701	11/03/2019	04/11/2019	5	1H	25.5	17.4	8	2+11	12.6	444	190418|190429			190429	190311_P02	190418|190429	190311_P02	1H	190418|190429	190418_190429_1H
190311_P03	Saifeng	Wildtype project	E6.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	702	11/03/2019	04/11/2019	8	1H	25.8	17.7	8.1	2+11	12.1	460	190418|190429			190429	190311_P03	190418|190429	190311_P03	1H	190418|190429	190418_190429_1H
190313_P01	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	645	13/03/2019	04/03/2019	3	1E	25.5	17.7	7.9	2+11	8.9	601	190418			190418	190313_P01	190418	190313_P01	1E	190418	190418_1E
190313_P02	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	655	13/03/2019	04/03/2019	4	1E	25.7	19.3	6.4	2+13	18.8	448	190418			190418	190313_P02	190418	190313_P02	1E	190418	190418_1E
190313_P03	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	2/26/2019	646	13/03/2019	04/04/2019	15	1H	25.9	18.6	7.3	2+11	17.9	478	190418|190429			190429	190313_P03	190418|190429	190313_P03	1H	190418|190429	190418_190429_1H
190313_P04	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	704	13/03/2019	04/04/2019	14	1H	25.7	17.9	7.8	2+11	9.2	590	190418|190429			190429	190313_P04	190418|190429	190313_P04	1H	190418|190429	190418_190429_1H
190313_P05	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	703	13/03/2019	04/04/2019	10	1G	25.8	17.5	8.3	2+11	31.8	455	190418|190429			190429	190313_P05	190418|190429	190313_P05	1G	190418|190429	190418_190429_1G
190313_P06	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	705	13/03/2019	04/11/2019	4	1G	24.6	16.9	7.7	2+11	10.9	437	190418|190429			190429	190313_P06	190418|190429	190313_P06	1G	190418|190429	190418_190429_1G
190313_P07	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	707	13/03/2019	4/30/2019	10	1G	25.6	16.2	9.4	2+11	29.6	539	190506			190506	190313_P07	190506	190313_P07	1G	190506	190506_1G
190313_P08	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	708	13/03/2019	04/11/2019	1	1G	24.7	17	7.7	2+11	14.5	460	190418|190429			190429	190313_P08	190418|190429	190313_P08	1G	190418|190429	190418_190429_1G
190313_P09	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	709	13/03/2019	4/30/2019	11	1G	25.6	16.5	9.1	2+11	29	565	190506			190506	190313_P09	190506	190313_P09	1G	190506	190506_1G
190313_P10	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	710	13/03/2019	4/30/2019	12	1G	25.8	17.5	8.3	2+11	14.5	435	190506			190506	190313_P10	190506	190313_P10	1G	190506	190506_1G
190313_P11	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	711	13/03/2019	4/15/2019	13	3H	25.5	17	8.5	2+11	4.5	432	190429			190429	190313_P11	190429	190313_P11	3H	190429	190429_3H
190313_P12	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	712	13/03/2019	4/30/2019	13	1H	26.2	17.3	8.9	2+11	19	429	190506			190506	190313_P12	190506	190313_P12	1H	190506	190506_1H
190313_P13	Saifeng	Wildtype project	E7.5 C56BL/6 X C57BL/6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	713	13/03/2019	4/15/2019	15	3H	25.5	16.8	8.7	2+11	5.3	456	190429			190429	190313_P13	190429	190313_P13	3H	190429	190429_3H
190313_P14	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	714	13/03/2019	4/30/2019	14	1H	25.8	16.9	8.9	2+11	14.8	418	190506			190506	190313_P14	190506	190313_P14	1H	190506	190506_1H
190313_P15	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	715	13/03/2019	4/30/2019	15	1H	25.8	17.2	8.7	2+11	23.4	389	190506			190506	190313_P15	190506	190313_P15	1H	190506	190506_1H
190313_P16	saifeng	Wildtype project	E7.5 C57BL6	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	03/10/2019	716	13/03/2019	4/30/2019	16	1H	25.9	17.6	8.3	2+11	9.7	439	190506			190506	190313_P16	190506	190313_P16	1H	190506	190506_1H
190506_P118	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	118	05/06/2019	5/14/2019	3	1G	25.6	18.7	7	2+11	10.2	468	190619|190728			190728	190506_P118	190619|190728	190506_P118	1G	190619|190728	190619_190728_1G
190506_P119	Yoav/raz/csf	Wildtype project	E6.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	119	05/06/2019	5/14/2019	1	1G	26.3	20.8	5.5	2+11	4.6	450	190619|190728			190728	190506_P119	190619|190728	190506_P119	1G	190619|190728	190619_190728_1G
190506_P120	Yoav/raz/csf	Wildtype project	E6.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	120	05/06/2019	5/14/2019	2	1G	26.1	19	7.1	2+11	10.6	477	190619|190728			190728	190506_P120	190619|190728	190506_P120	1G	190619|190728	190619_190728_1G
190506_P124	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	124	05/06/2019	5/14/2019	5	1H	26.2	18.9	7.3	2+11	7.6	473	190619|190728			190728	190506_P124	190619|190728	190506_P124	1H	190619|190728	190619_190728_1H
190506_P125	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	125	05/06/2019	5/14/2019	6	1H	25.6	19	6.6	2+11	5.9	476	190619|190728			190728	190506_P125	190619|190728	190506_P125	1H	190619|190728	190619_190728_1H
190506_P126	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	126	05/06/2019	5/14/2019	7	1H	25.9	19.5	6.5	2+11	8.3	473	190619|190728			190728	190506_P126	190619|190728	190506_P126	1H	190619|190728	190619_190728_1H
190506_P127	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	127	05/06/2019	5/14/2019	8	1H	25.8	19.1	6.7	2+11	6.5	475	190619|190728			190728	190506_P127	190619|190728	190506_P127	1H	190619|190728	190619_190728_1H
190506_P128	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	128	05/06/2019	5/14/2019	9	1E	25.7	19.8	5.9	2+11	6.6	495	190619|190728|190801			190801	190506_P128	190619|190728|190801	190506_P128	1E	190619|190728|190801	190619_190728_190801_1E
190506_P129	Yoav/raz/csf	Wildtype project	E7.5 ICR wt	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	129	05/06/2019	5/14/2019	4	1G	25.9	18.8	7.1	2+11	11.3	472	190619|190728			190728	190506_P129	190619|190728	190506_P129	1G	190619|190728	190619_190728_1G
190527_P100	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	100	5/27/2019	04/06/2019	11	1G	25.5	17.9	7.6	2+11	17.5	455	190619|190728			190728	190527_P100	190619|190728	190527_P100	1G	190619|190728	190619_190728_1G
190527_P101	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	101	5/27/2019	04/06/2019	12	1G	25.8	18	7.8	2+11	13.6	472	190619|190728			190728	190527_P101	190619|190728	190527_P101	1G	190619|190728	190619_190728_1G
190527_P102	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	102	5/27/2019	04/06/2019	13	1H	25.7	17.5	8.2	2+11	20.6	518	190619|190728			190728	190527_P102	190619|190728	190527_P102	1H	190619|190728	190619_190728_1H
190527_P103	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	103	5/27/2019	04/06/2019	14	1H	26.9	18.4	8.4	2+11	14.2	475	190619			190619	190527_P103	190619	190527_P103	1H	190619	190619_1H
190527_P104	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	104	5/27/2019	04/06/2019	15	1H	25.6	18	7.6	2+11	13.7	454	190619|190728			190728	190527_P104	190619|190728	190527_P104	1H	190619|190728	190619_190728_1H
190527_P105	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	4/14/2019	105	5/27/2019	04/06/2019	16	1H	26.1	18.2	7.9	2+11	17.7	415	190619|190728			190728	190527_P105	190619|190728	190527_P105	1H	190619|190728	190619_190728_1H
190527_P146	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	146	5/27/2019	06/03/2019	1	3G	25.3	17.1	8.2	2+11	4.8	464	190619|190728			190728	190527_P146	190619|190728	190527_P146	3G	190619|190728	190619_190728_3G
190527_P148	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	148	5/27/2019	06/03/2019	5	3H	26	18.3	7.6	2+11	6.4	409	190619			190619	190527_P148	190619	190527_P148	3H	190619	190619_3H
190527_P150	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	150	5/27/2019	06/03/2019	4	3G	25.5	17.6	8	2+11	6.9	441	190619|190728			190728	190527_P150	190619|190728	190527_P150	3G	190619|190728	190619_190728_3G
190527_P151	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	151	5/27/2019	06/03/2019	2	3G	25.4	17.7	7.7	2+11	7.3	451	190619|190728			190728	190527_P151	190619|190728	190527_P151	3G	190619|190728	190619_190728_3G
190527_P152	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	152	5/27/2019	06/03/2019	7	3H	26.4	18.4	8	2+11	6.2	446	190619			190619	190527_P152	190619	190527_P152	3H	190619	190619_3H
190527_P153	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	153	5/27/2019	06/03/2019	6	3H	25.7	18.1	7.6	2+11	6	427	190619			190619	190527_P153	190619	190527_P153	3H	190619	190619_3H
190527_P155	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	155	5/27/2019	06/03/2019	8	1E	28.1	17.4	10.7	2+11	13.1	471	190619|190728			190728	190527_P155	190619|190728	190527_P155	1E	190619|190728	190619_190728_1E
190527_P156	Yoav/raz/csf	Wildtype project	E6.5-7.5 BL6 wt embryos time bridge	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	5/15/2019	156	5/27/2019	06/03/2019	3	3G	25.5	17.9	7.6	2+11	6.7	457	190619|190728			190728	190527_P156	190619|190728	190527_P156	3G	190619|190728	190619_190728_3G
190710_112	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		112	07/10/2019	7/15/2019	6	1G	NA	NA	NA		17.2	363	190728|190801|190808			190808	190710_112	190728|190801|190808	190710_112	1G	190728|190801|190808	190728_190801_190808_1G
190710_114	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		114	07/10/2019	7/15/2019	7	1G	NA	NA	NA		11.9	363	190728|190801|190808			190808	190710_114	190728|190801|190808	190710_114	1G	190728|190801|190808	190728_190801_190808_1G
190710_164	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	164	07/10/2019	7/16/2019	8	1G	24.8	17.4	7.4	2+11	12.6	348	190728|190801|190808|190908|191003			191003	190710_164	190728|190801|190808|190908|191003	190710_164	1G	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1G
190710_165	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	165	07/10/2019	7/16/2019	9	1F	24.5	18.4	6	2+11	3	335	190728|190801|190808|190908|191003			191003	190710_165	190728|190801|190808|190908|191003	190710_165	1F	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1F
190710_166	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	166	07/10/2019	7/16/2019	14	1E	24.3	17.5	6.9	2+11	8.1	339	190728|190801|190808|190908|191003			191003	190710_166	190728|190801|190808|190908|191003	190710_166	1E	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1E
190710_167	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	167	07/10/2019	7/16/2019	16	1E	24.6	18.1	6.5	2+11	4.5	330	190728|190801|190808|190908|191003			191003	190710_167	190728|190801|190808|190908|191003	190710_167	1E	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1E
190710_168	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	168	07/10/2019	7/16/2019	13	1E	24.5	18.4	6.1	2+13	8.3	413	190728|190801|190808|190908|191003			191003	190710_168	190728|190801|190808|190908|191003	190710_168	1E	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1E
190710_169	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	169	07/10/2019	7/16/2019	10	1F	24.7	18.5	6.2	2+13	9.2	347	190728|190801|190808|190908|191003			191003	190710_169	190728|190801|190808|190908|191003	190710_169	1F	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1F
190710_172	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		172	07/10/2019	7/15/2019	4	1H	NA	NA	NA		5.1	347	190728|190801|190808			190808	190710_172	190728|190801|190808	190710_172	1H	190728|190801|190808	190728_190801_190808_1H
190710_173	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	173	07/10/2019	7/15/2019	5	1G	24.3	18	6.3	2+13	12.3	357	190728|190801|190808|191003	Omitting 190908 run due to index collision		191003	190710_173	190728|190801|190808|191003	190710_173	1G	190728|190801|190808|191003	190728_190801_190808_191003_1G
